FROM,ASID,SOURCE_ID,SURFACE_MA,LENGTH_M,WIDTH_M,STARTX,STARTY,ENDX,ENDY,DATE_OF_CO,OWNER,CURRENT_MA,CURRENTLY_,SECTION,XSP,STCHAIN,ENDCHAIN,ASSET_LEN,_DBFOCODE,_SOURCE,CREATEDATE,START_DATE,WKT
A19_Footway_0,92,2600000092,ASPHALT,90.287366378,1,442508.533835031,484978.655559145,442503.001399032,485068.749769946,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/694,L1,545.42,636,90.58,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442508.533835031 484978.655559145,442503.001399032 485068.749769946)"
A19_Footway_0,93,2600000093,ASPHALT,329.199544032,1,442533.656536206,484651.629169476,442508.533835031,484978.655559145,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/694,L2,212.85,545.42,332.57,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442533.656536206 484651.629169476,442508.533835031 484978.655559145)"
A19_Footway_0,94,2600000094,ASPHALT,145.879359142,1,442522.90497653,484495.533851296,442532.378551735,484641.032202826,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/694,L2,55.38,202.09,146.71,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442522.90497653 484495.533851296,442532.378551735 484641.032202826)"
A19_Footway_0,95,2600000095,ASPHALT,51.731681805,1,442512.532689665,484446.497887694,442522.90497653,484495.533851296,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/694,L2,0,55.38,55.38,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442512.532689665 484446.497887694,442522.90497653 484495.533851296)"
A19_Footway_0,96,2600000096,ASPHALT,16.303450003,1,442503.43838727,484432.971759508,442512.532689665,484446.497887694,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/672,L2,67.29,88.76,21.47,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442503.43838727 484432.971759508,442512.532689665 484446.497887694)"
A19_Footway_0,97,2600000097,ASPHALT,51.774625439,1,442525.403230044,484371.939229888,442491.779870873,484409.498478665,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/672,L2,9.96,47.63,37.67,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(442525.403230044 484371.939229888,442491.779870873 484409.498478665)"
A19_Footway_0,98,2600000098,ASPHALT,12.586072383,1,443938.903524972,481673.531641026,443951.46899809,481674.251434987,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A19/594,L2,0,11.51,11.51,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443938.903524972 481673.531641026,443951.46899809 481674.251434987)"
A19_Footway_0,99,2600000099,ASPHALT,15.54432228,1,443926.090700021,481590.435427069,443912.840886831,481598.563100547,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A168/272,L2,434.64,445,10.36,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(443926.090700021 481590.435427069,443912.840886831 481598.563100547)"
A19_Footway_0,100,2600000100,ASPHALT,26.930877779,1.5,437623.904041845,473420.284108557,437650.345952796,473416.495193123,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,2700A168/120,L1,0,26.95,26.95,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(437623.904041845 473420.284108557,437650.345952796 473416.495193123)"
A19_Footway_0,101,2600000101,ASPHALT,481.235593594,1.5,440964.440017322,538778.375549491,441084.941585315,538318.127294184,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/650,L2,0,485.55,485.55,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440964.440017322 538778.375549491,441084.941585315 538318.127294184)"
A19_Footway_0,102,2600000102,ASPHALT,54.832920455,2,441507.467986502,541052.504586826,441501.407866593,540998.120154208,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/630,L1,68.45,124.94,56.49,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441507.467986502 541052.504586826,441501.407866593 540998.120154208)"
A19_Footway_0,103,2600000103,ASPHALT,65.30176508,1.5,441520.313791697,541116.186358108,441507.467986502,541052.504586826,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/630,L2,0,68.45,68.45,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441520.313791697 541116.186358108,441507.467986502 541052.504586826)"
A19_Footway_0,104,2600000104,ASPHALT,162.776485572,1,441379.78497029,542722.126662478,441381.466962755,542559.373250158,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/607,R2,0,158.86,158.86,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441379.78497029 542722.126662478,441381.466962755 542559.373250158)"
A19_Footway_0,105,2600000105,ASPHALT,357.455778669,1.5,441391.938190353,542561.122749369,441412.691009145,542204.434850218,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/607,L1,157.07,509.85,352.78,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(441391.938190353 542561.122749369,441412.691009145 542204.434850218)"
A19_Footway_0,106,2600000106,ASPHALT,14.346444222,3.6,455726.809665787,520866.312824112,455741.065376431,520867.872377694,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A1053/10,L1,17.48,19.96,2.48,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(455726.809665787 520866.312824112,455741.065376431 520867.872377694)"
A19_Footway_0,107,2600000107,ASPHALT,16.907424439,2.5,455744.404626177,520882.218271225,455735.870987937,520867.622449236,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,0700A1053/10,L2,0,18.08,18.08,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(455744.404626177 520882.218271225,455735.870987937 520867.622449236)"
A19_Footway_0,108,2600000108,ASPHALT,236.742124591,3,440616.00373519,547833.683494555,440622.814155659,547597.371138264,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/515,L2,711.81,950.55,238.74,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440616.00373519 547833.683494555,440622.814155659 547597.371138264)"
A19_Footway_0,109,2600000109,CONCRETE,83.673847755,2,440281.559321746,548990.812269889,440296.532352706,548909.12565244,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/510,L1,405.1,488.94,83.84,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(440281.559321746 548990.812269889,440296.532352706 548909.12565244)"
A19_Footway_0,110,2600000110,ASPHALT,56.405699466,1.5,436804.938612795,551627.377560925,436856.659881082,551604.874002501,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,1300A19/415,L2,836.28,893.64,57.36,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(436804.938612795 551627.377560925,436856.659881082 551604.874002501)"
A19_Footway_0,111,2600000111,ASPHALT,27.659958473,1.5,434639.653646669,558828.686207767,434641.937528594,558801.124097339,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/110,L1,607.22,634.62,27.4,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434639.653646669 558828.686207767,434641.937528594 558801.124097339)"
A19_Footway_0,112,2600000112,ASPHALT,44.978461012,2,434628.498078999,558872.253736692,434639.653646669,558828.686207767,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/110,L1,562.45,607.22,44.77,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434628.498078999 558872.253736692,434639.653646669 558828.686207767)"
A19_Footway_0,113,2600000113,ASPHALT,27.458290677,1.5,434617.185855168,558897.126616904,434628.498078999,558872.253736692,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4525A19/110,L1,535.39,562.45,27.0600000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(434617.185855168 558897.126616904,434628.498078999 558872.253736692)"
A19_Footway_0,114,2600000114,ASPHALT,6.400880438,2,433844.903962072,560995.066087977,433846.940492164,560988.997824999,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/69,L1,1421.21,1427,5.78999999999996,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433844.903962072 560995.066087977,433846.940492164 560988.997824999)"
A19_Footway_0,115,2600000115,ASPHALT,55.828316728,1.5,433969.19001311,562843.436997308,433968.777760055,562787.622973906,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/49,L2,0.08,55.86,55.78,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433969.19001311 562843.436997308,433968.777760055 562787.622973906)"
A19_Footway_0,116,2600000116,ASPHALT,120.988774931,1.5,433672.81304677,564250.684176993,433693.532885317,564131.498293597,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/5,L2,668.21,790,121.79,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433672.81304677 564250.684176993,433693.532885317 564131.498293597)"
A19_Footway_0,117,2600000117,ASPHALT,21.312550545,2,433667.214650283,564271.248290577,433672.81304677,564250.684176993,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/5,L1,646.85,668.21,21.36,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433667.214650283 564271.248290577,433672.81304677 564250.684176993)"
A19_Footway_0,118,2600000118,ASPHALT,90.878634325,3,433651.878836635,564360.812653045,433667.214650283,564271.248290577,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/5,L1,555.44,646.85,91.41,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433651.878836635 564360.812653045,433667.214650283 564271.248290577)"
A19_Footway_0,119,2600000119,ASPHALT,16.429189681,2,433648.440646155,564376.878054371,433651.878836635,564360.812653045,01-JAN-1000,11,DBFO (AREA) 26,AUTOLINK,4520A19/5,L1,538.89,555.44,16.5500000000001,DBFO26,ADC,27/09/2018 09:38:44,01-JAN-1000,"linestring(433648.440646155 564376.878054371,433651.878836635 564360.812653045)"
